,NORMA OFICIAL MEXICANA VERIFICADA,TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,GIRO COMERCIAL,ENTIDAD,CUMPLIO?
181,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CALIMAX SANCHEZ TABOADA,MINI SUPER,BAJA CALIFORNIA,True
182,NOM-084-SCFI-1994,ATUN,CALIMAX SANCHEZ TABOADA,MINI SUPER,BAJA CALIFORNIA,True
183,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CASA LEY  S.A DE C.V.,MINI SUPER,BAJA CALIFORNIA,True
184,NOM-084-SCFI-1994,ATUN,CASA LEY  S.A DE C.V.,MINI SUPER,BAJA CALIFORNIA,True
185,NOM-051-SCFI/SSA1-2010,PAN,BODEGA AURRERA UNIDAD  DELICIAS,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,BAJA CALIFORNIA,False
186,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,SMART & FINAL SUCURSAL 521,MERCADO,BAJA CALIFORNIA,False
187,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,BODEGA AURRERA UNIDAD EL  AGUILA,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,False
188,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CALIMAX CETYS,MINI SUPER,BAJA CALIFORNIA,True
189,NOM-084-SCFI-1994,ATUN,CALIMAX CETYS,MINI SUPER,BAJA CALIFORNIA,True
190,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,True
191,NOM-084-SCFI-1994,ATUN,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,True
193,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CASA LEY S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,False
194,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CALIMAX SAN QUINTIN,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,False
195,NOM-142-SSA1-1995,VINO,RESTAURANT MISION SANTA ISABEL,RESTAURANTE,BAJA CALIFORNIA,True
196,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,True
197,NOM-051-SCFI/SSA1-2010,ATUN,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,True
198,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO V Y M,MERCADO,BAJA CALIFORNIA,True
199,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CARNE MART SUCURSAL TECATE,CARNICERIA,BAJA CALIFORNIA,True
200,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,LA CENTRAL DE SODA,ALMACEN GENERAL,BAJA CALIFORNIA,True
201,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO ALFER,ABARROTES,BAJA CALIFORNIA,False
202,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CIRCULO K VALLE LAS PALMAS,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA,False
203,NOM-142-SSA1-1995,LICOR,PUERTO NUEVO HOTEL Y VILLAS  Y/O DESARROLLOS EDD S.A. DE C.V.,HOTEL,BAJA CALIFORNIA,True
204,NOM-142-SSA1-1995,VINO,ITALIANNIS,RESTAURANT-BAR,BAJA CALIFORNIA,True
205,NOM-086-SCFI-2010,LLANTAS PARA AUTOMOVILES,COSTCO DE MEXICO S.A. DE C.V.,LAVADO Y ENGRASADO,BAJA CALIFORNIA,True
206,NOM-004-SCFI-2006,PRENDAS DE VESTIR,SPORTS FAN,ROPA DEPORTIVA,BAJA CALIFORNIA,True
207,NOM-020-SCFI-1997,ZAPATOS,LOB FOOTWEAR  S.A. DE C.V.,ZAPATERIA,BAJA CALIFORNIA,True
208,NOM-006-SCFI-2012,TEQUILA,JACAïS TEQUILERIA Y TAPAS,BAR,BAJA CALIFORNIA,True
209,NOM-142-SSA1-1995,WHISKY,JACAïS TEQUILERIA Y TAPAS,BAR,BAJA CALIFORNIA,False
210,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,BODEGON ROSALES,ABARROTERA,BAJA CALIFORNIA,False
211,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL CHARAL,CENTRALES DE ABASTO,BAJA CALIFORNIA,False
212,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,RAMTONIO DULCERIA,DULCERIA,BAJA CALIFORNIA,True
213,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA AL COSTO,ABARROTES,BAJA CALIFORNIA,False
214,NOM-004-SCFI-2006,PRENDAS DE VESTIR,BOUTIQUE LA ROPA,ROPA PARA DAMA,BAJA CALIFORNIA,True
215,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA 3 HERMANOS Y/O TIRIOZA S.A DE C.V.,ZAPATERIA,BAJA CALIFORNIA,True
216,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA ESTRELLA NIÑOS,ZAPATERIA,BAJA CALIFORNIA,True
217,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,DULCERIA EL COMPADRE,DULCERIA,BAJA CALIFORNIA,True
218,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA ADILENE,DULCES Y CHOCOLATES,BAJA CALIFORNIA,False
219,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA PENINSULAR,DULCERIA,BAJA CALIFORNIA,True
220,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA EL COMPADRE,DULCERIA,BAJA CALIFORNIA,True
221,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,DULCERIA EL CHATO,DULCERIA,BAJA CALIFORNIA,True
222,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA AYALA,DULCERIA,BAJA CALIFORNIA,True
223,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ALIMENTOS FINOS AILED  S. DE R.L. DE C.V.,ABARROTERA,BAJA CALIFORNIA,True
224,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,SUPER CARNICERIA Y FRUTERIA EL LIMOSIN,ABARROTES,BAJA CALIFORNIA,True
225,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO SAUCEDO,ABARROTES,BAJA CALIFORNIA,True
226,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL RORRO,ALMACEN GENERAL,BAJA CALIFORNIA,False
227,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MINI MARKET NAVSON,ABARROTES,BAJA CALIFORNIA,False
228,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO BRISMA  S.A.,MERCADO,BAJA CALIFORNIA,False
229,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO  Y CARNICERIA REFORMA,ABARROTES,BAJA CALIFORNIA,False
230,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO LA VILLITA Y/O SILVIA GONZALEZ,ABARROTES,BAJA CALIFORNIA,True
231,NOM-142-SSA1-1995,WHISKY ESCOCES,PAMPAS RESTAURANTE DO BRASIL,RESTAURANTE,BAJA CALIFORNIA,True
232,NOM-004-SCFI-2006,PRENDAS DE VESTIR,RESULTA & RESALTA,BOUTIQUE,BAJA CALIFORNIA,False
233,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,PAPELERIA Y DULCERIA JUVERA,DULCES Y CHOCOLATES,BAJA CALIFORNIA,False
234,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,SUPER DULCES,DULCERIA,BAJA CALIFORNIA,False
235,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,RAMTONIO DULCERIAS,DULCERIA,BAJA CALIFORNIA,True
236,NOM-004-SCFI-2006,PRENDAS DE VESTIR,SKANDALOS BOUTIQUE,BOUTIQUE,BAJA CALIFORNIA,True
237,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA ARCOIRIS,DULCERIA,BAJA CALIFORNIA,True
238,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,FRUTERIA Y DULCERIA HUICHO,FRUTAS,BAJA CALIFORNIA,True
239,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA DON TIMO,DULCERIA,BAJA CALIFORNIA,False
240,NOM-142-SSA1-1995,VINO,CABANNA,BAR,BAJA CALIFORNIA,True
241,NOM-142-SSA1-1995,WHISKY ESCOCES,RESTAURANT EL RODEO,RESTAURANTE,BAJA CALIFORNIA,True
242,NOM-142-SSA1-1995,VINO TINTO,FONDA ARGENTINA S.A. DE C.V.,RESTAURANTE,BAJA CALIFORNIA,True
243,NOM-142-SSA1-1995,WHISKY ESCOCES,APPLEBEEïS ROSARITO,RESTAURANT-BAR,BAJA CALIFORNIA,True
244,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA DON MAX,DULCERIA,BAJA CALIFORNIA,True
246,NOM-050-SCFI-2004,ACCESORIOS DE VESTIR,OK ACCESORIES,NOVEDADES Y FANTASIAS,BAJA CALIFORNIA,False
247,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,AUTOSERVICIO EL ANDARIEGO,ABARROTES,BAJA CALIFORNIA,True
248,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO SAN SEBASTIAN,ABARROTES,BAJA CALIFORNIA,True
249,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES Y CARNICERIA LAS GUERITAS,CARNICERIA,BAJA CALIFORNIA,True
250,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TORTILLERIA MORA,TORTILLERIA,BAJA CALIFORNIA,False
251,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,AUTO SERVICIO OJEDA,ABARROTES,BAJA CALIFORNIA,True
252,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO LAS GRANJAS,ABARROTES,BAJA CALIFORNIA,True
253,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES JARDIN 2,ABARROTES,BAJA CALIFORNIA,True
254,NOM-072-SSA1-2012,MEDICAMENTOS,FARMACIAS GUSHER,FARMACIA,BAJA CALIFORNIA,True
255,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO GARZAS,MERCADO,BAJA CALIFORNIA,True
256,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES PAOLA,ABARROTES,BAJA CALIFORNIA,True
257,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES CACHANILLA,ABARROTES,BAJA CALIFORNIA,True
258,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,IMPORTADORA Y DISTRIBUIDORA LA CANASTA S. DE R.L. DE C.V.,CARNICERIA,BAJA CALIFORNIA,False
259,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO CASABLANCA,MERCADO,BAJA CALIFORNIA,False
260,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO VISTA MAR,ABARROTES,BAJA CALIFORNIA,True
261,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO EL AHORRO,ABARROTES,BAJA CALIFORNIA,False
262,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO HECTORS,MERCADO,BAJA CALIFORNIA,True
263,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CARNICERIA CASTILLO,CARNICERIA,BAJA CALIFORNIA,True
264,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CARNICERIA LOMAS,CARNICERIA,BAJA CALIFORNIA,False
265,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MINIMERCADO Y CARNICERIA LA ESCONDIDA,CARNICERIA,BAJA CALIFORNIA,True
266,NOM-004-SCFI-2006,PRENDAS DE VESTIR,HIGH LIFE DE TIJUANA  S.A. DE C.V.,PRENDAS DE VESTIR,BAJA CALIFORNIA,True
267,NOM-155-SCFI-2012,PRODUCTOS LACTEOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,True
269,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO LA ESMERALDA,ABARROTES,BAJA CALIFORNIA,True
270,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CARNICERIA Y FRUTERIA MI TIJUANA,CARNICERIA,BAJA CALIFORNIA,True
271,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,SUPERMERCADO EL DORADO,MERCADO,BAJA CALIFORNIA,True
272,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,COMERDCIALIZADORA KIN,DULCES Y CHOCOLATES,BAJA CALIFORNIA,True
273,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES LESLY,ABARROTES,BAJA CALIFORNIA,True
274,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES VILLA DEL REAL,ABARROTES,BAJA CALIFORNIA,True
275,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO 5 HERMANOS S.A. DE C.V.,MERCADO,BAJA CALIFORNIA,True
278,NOM-033-SCFI-1994,JOYERIA,TATIANAïS CURIOS,ARTESANIAS,BAJA CALIFORNIA,False
279,NOM-033-SCFI-1994,JOYERIA,CURIOS LA MINA DE TAXCO,JOYERIA,BAJA CALIFORNIA,False
280,NOM-050-SCFI-2004,ACCESORIOS P/ TELEFONO CELULAR,ANDROID STORE COMMUNICATIONS,TELEFONIA CELULAR,BAJA CALIFORNIA,False
281,NOM-033-SCFI-1994,JOYERIA,RULEïS  PLACE,JOYERIA,BAJA CALIFORNIA,False
282,NOM-033-SCFI-1994,JOYERIA,CURIOS RUBENS,JOYERIA,BAJA CALIFORNIA,False
283,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,MEGA DULCES,DULCES Y CHOCOLATES,BAJA CALIFORNIA,True
284,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V. (SUCURSAL- RIO),PLAZA COMERCIAL,BAJA CALIFORNIA,False
285,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,COMERCIALIZADORA DE ALIMENTOS EL MAYA,ABARROTERA,BAJA CALIFORNIA,False
286,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,SMART & FINAL DEL NOROESTE S.A. DE C.V.,MERCADO,BAJA CALIFORNIA,False
287,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CASA CHAPA,ABARROTERA,BAJA CALIFORNIA,True
288,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO PARIS,MERCADO,BAJA CALIFORNIA,True
289,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES NANCY,ABARROTES,BAJA CALIFORNIA,False
290,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO MONTES,ABARROTES,BAJA CALIFORNIA,True
291,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES SALVATIERRA,ABARROTES,BAJA CALIFORNIA,True
292,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,ABARROTES COSIO,ABARROTES,BAJA CALIFORNIA,True
293,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,CARNICERIA TIJUANA Y/O GUSTAVO REYES CANIZALES,CARNICERIA,BAJA CALIFORNIA,True
294,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA LA PIÑATA,DULCERIA,BAJA CALIFORNIA,False
295,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,DULCERIA VILLA NUEVAS,DULCERIA,BAJA CALIFORNIA,True
296,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA LA  CANASTA,DULCERIA,BAJA CALIFORNIA,False
297,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA JUNIOR,DULCES Y CHOCOLATES,BAJA CALIFORNIA,False
298,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,COMERCIALIZADORA KIN,DULCES Y CHOCOLATES,BAJA CALIFORNIA,True
299,NOM-033-SCFI-1994,ARTICULOS DE PLATA,BAJAS JEWELS,JOYERIA,BAJA CALIFORNIA,True
300,NOM-033-SCFI-1994,ARTICULOS DE PLATA,CREACIONES JOYERIA PADILLA,JOYERIA,BAJA CALIFORNIA,False
301,NOM-033-SCFI-1994,JOYERIA,ALEXANDER JOYEROS,JOYERIA,BAJA CALIFORNIA,True
302,NOM-033-SCFI-1994,ARTICULOS DE PLATA,JOYERIA GEMA,JOYERIA,BAJA CALIFORNIA,True
303,NOM-033-SCFI-1994,ARTICULOS DE PLATA,JOYERIA Y REGALOS MONTE CARLO,JOYERIA,BAJA CALIFORNIA,True
304,NOM-033-SCFI-1994,ARTICULOS DE PLATA,HILTON JOYERIAS,JOYERIA,BAJA CALIFORNIA,True
305,NOM-033-SCFI-1994,ARTICULOS DE PLATA,JOYERIA MONTECARLO,JOYERIA,BAJA CALIFORNIA,True
307,NOM-033-SCFI-1994,ARTICULOS DE PLATA,JOYERIA SANDOVAL,JOYERIA,BAJA CALIFORNIA,True
308,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,EL TRIUNFO,ABARROTES,BAJA CALIFORNIA,True
309,NOM-010-SCFI-1994,PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA LA FIESTA,ABARROTES,BAJA CALIFORNIA,True
310,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO EL AVENTURERO,ABARROTES,BAJA CALIFORNIA,True
311,NOM-050-SCFI-2004,ARTICULOS DE FERRETERIA,CAMPOS REYEROS Y CIA S.A. DE C.V. Y/O COMEX,PINTURAS,BAJA CALIFORNIA SUR,True
312,NOM-004-SCFI-2006,PRENDAS DE VESTIR,PASSARELA Y/O LUZ INES DE LA TOBA AMADOR,BOUTIQUE,BAJA CALIFORNIA SUR,False
313,NOM-004-SCFI-2006,PANTALON,ANGELA GUADALUPE ANAYA GOROSAVE Y/O COMPANY STORE NIÑAS,ROPA INFANTIL,BAJA CALIFORNIA SUR,False
314,NOM-004-SCFI-2006,BLUSON PARA DAMA,ANGELA GUADALUPE ANAYA GOROSAVE Y/O COMPANY STORE NIÑAS,ROPA INFANTIL,BAJA CALIFORNIA SUR,False
315,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO CAMINO REAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
316,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO ARCOIRIS Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
317,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO ESMERALDA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
318,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO PINO PALLAS Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
319,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO AYUNTAMIENTO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
320,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO ATARDECERES Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
321,NOM-186-SSA1/SCFI-2013,CHOCOLATE,DULCEROS DE BAJA CALIFORNIA SUR  S.A. DE C.V. Y/O BODEGON DULCERO,DULCERIA,BAJA CALIFORNIA SUR,True
322,NOM-186-SSA1/SCFI-2013,CHOCOLATE,LA RANITA DISTRIBUCIONES S. DE R.L. DE C.V. Y/O EL DESCONTON,DULCERIA,BAJA CALIFORNIA SUR,True
323,NOM-186-SSA1/SCFI-2013,CHOCOLATE,LURAIMA  S.A. DE C.V. (DULCERIA LA CONEJA),DULCERIA,BAJA CALIFORNIA SUR,True
324,NOM-186-SSA1/SCFI-2013,CHOCOLATE,LA RANITA DISTRIBUCIONES  S. DE R. L. DE C.V.,DULCES Y CHOCOLATES,BAJA CALIFORNIA SUR,True
325,NOM-186-SSA1/SCFI-2013,CHOCOLATE,FRANCISCO DE JESUS AGUIRRE VAZQUEZ Y/O DULCERIA BETO'S,DULCERIA,BAJA CALIFORNIA SUR,True
326,NOM-186-SSA1/SCFI-2013,CHOCOLATE,MARCO DAHI DOMINGUEZ HIGUERA Y/O DULCERIA OSCARIN,DULCERIA,BAJA CALIFORNIA SUR,True
327,NOM-186-SSA1/SCFI-2013,CHOCOLATE,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES 2,DULCES Y CHOCOLATES,BAJA CALIFORNIA SUR,True
328,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO PADRE KINO Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
329,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO SUR Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
330,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO LA FUENTE Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
331,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO EL PALMAR Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,BAJA CALIFORNIA SUR,True
332,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO ALLENDE Y/O CADENA COMERCIAL OXXO  S.A.D E C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
333,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO 20 DE NOVIEMBRE Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
334,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO SALINAS LEAL Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
335,NOM-186-SSA1/SCFI-2013,PRODUCTOS ALIMENTICIOS,ADELA GERALDO MORALES Y/O DULCERIA DULCE,DULCERIA,BAJA CALIFORNIA SUR,True
336,NOM-186-SSA1/SCFI-2013,CHOCOLATE,DULCES ROSSY  S.A. DE C.V.,DULCERIA,BAJA CALIFORNIA SUR,True
337,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO KINO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
338,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO BRAVO Y/O CADENA COMERCIAL OXXO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
339,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,OXXO MARGARITA MAZA Y/O CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,True
340,NOM-186-SSA1/SCFI-2013,CHOCOLATE,JESUS ENRIQUE DUARTE GOMEZ Y/O  DULCERIA LA RANITA,DULCERIA,BAJA CALIFORNIA SUR,True
341,NOM-186-SSA1/SCFI-2013,CHOCOLATE,ANTONIA LUCERO ANGULO Y/O MEGA DULCERIA SOTRES,DULCERIA,BAJA CALIFORNIA SUR,True
342,NOM-186-SSA1/SCFI-2013,CHOCOLATE,MARIA ELVIA PEREZ VALENZUELA  Y/O DULCERIA EL VENADITO,DULCERIA,BAJA CALIFORNIA SUR,True
343,NOM-186-SSA1/SCFI-2013,CHOCOLATE,DULCES SEMILLAS Y PLASTICOS  DÖAZ SC DE R.L. DE C.V. Y/O DULCERIA LA PIÑATA,DULCES Y CHOCOLATES,BAJA CALIFORNIA SUR,True
344,NOM-186-SSA1/SCFI-2013,CHOCOLATE,DULCERIA ALADINOS S.A. DE C.V.,SEMILLAS Y CHILES SECOS,BAJA CALIFORNIA SUR,True
345,NOM-024-SCFI-2013,APARATOS ELECTRICOS,TIENDAS CHEDRAUI S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA SUR,True
346,NOM-004-SCFI-2006,PRENDAS DE VESTIR,LA PAZ COMERCIAL  S.A. (ALMACENES EL AGUILA),TIENDA DEPARTAMENTAL,BAJA CALIFORNIA SUR,True
347,NOM-024-SCFI-2013,APARATOS ELECTRICOS,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA SUR,True
348,NOM-024-SCFI-2013,APARATOS ELECTRICOS,ELEKTRA DEL MILENIO  S.A. DE C.V.,MUEBLERIA,BAJA CALIFORNIA SUR,True
349,NOM-024-SCFI-2013,APARATOS ELECTRICOS,SEARS OPERADORA  MEXICO  S.A. DE C.V. Y/O SEARS,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA SUR,True
350,NOM-020-SCFI-1997,ZAPATOS,HERMANOS BATTA S.A. DE C.V. Y/O B HERMANOS,ZAPATERIA,BAJA CALIFORNIA SUR,True
351,NOM-020-SCFI-1997,ZAPATOS,GRUPO CALZAPATO S.A.DE C.V.,ZAPATERIA,BAJA CALIFORNIA SUR,True
352,NOM-020-SCFI-1997,ZAPATOS,BAJA STAR   CORP  S.A. DE C.V.,ZAPATERIA,BAJA CALIFORNIA SUR,True
353,NOM-051-SCFI/SSA1-2010,HARINA DE MAIZ,COMERCIALIZADORA DAX S.A. DE C.V.  Y/O TIENDA DAX,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA SUR,False
